gene,D3,K2
ASIC4,3,3
ASIC5,2,0
ASIP,3,3
ASL,357,320
ASMT,0,0
ASMTL,27,69
ASMTL-AS1,0,1
ASNA1,1524,2061
ASNS,10262,3584
ASNSD1,1108,1125
ASPA,0,0
ASPDH,2,2
ASPG,0,0
ASPH,5201,3039
ASPHD1,492,270
ASPHD2,546,73
ASPM,3285,236
ASPN,2,0
ASPRV1,15,8
ASPSCR1,775,677
ASRGL1,6,6
ASS1,9026,15997
ASTE1,166,33
ASTL,9,8
ASTN1,13,7
ASTN2,102,24
ASTN2-AS1,0,0
ASUN,1032,1530
ASXL1,3871,3174
ASXL2,1702,339
ASXL3,0,0
ASZ1,0,0
ATAD1,2048,1370
ATAD2,2418,1114
ATAD2B,423,199
ATAD3A,571,339
ATAD3B,296,209
ATAD3C,1,0
ATAD5,790,871
ATAT1,7,6
ATCAY,1,0
ATE1,1531,641
ATE1-AS1,0,0
ATF1,1108,703
ATF2,1755,1263
ATF3,721,660
ATF4,8280,7982
ATF5,506,172
ATF6,3366,1685
ATF6B,72,25
ATF7,940,937
ATF7IP,3494,1654
ATF7IP2,10,5
ATG10,121,42
ATG101,972,1085
ATG12,1436,724
ATG13,1355,1291
ATG14,552,1132
ATG16L1,696,493
ATG16L2,125,114
ATG2A,645,455
ATG2B,1424,525
ATG3,1618,1129
ATG4A,322,226
ATG4B,773,1115
ATG4C,383,167
ATG4D,205,204
ATG5,1251,1144
ATG7,522,436
ATG9A,2671,1028
ATG9B,1,1
ATHL1,534,1343
ATIC,5841,5138
ATL1,14,6
ATL2,2350,838
ATL3,4020,1526
ATM,1905,521
ATMIN,2304,606
ATN1,5301,3705
ATOH1,0,1
ATOH7,0,0
ATOH8,660,420
ATOX1,401,780
ATP10A,1,1
ATP10B,3,0
ATP10D,587,184
ATP11A,1619,632
ATP11A-AS1,0,3
ATP11AUN,0,0
ATP11B,2298,792
ATP11C,1289,376
ATP12A,0,0
ATP13A1,1310,882
ATP13A2,541,125
ATP13A3,6385,1558
ATP13A4,1,1
ATP13A4-AS1,0,0
ATP13A5,0,0
ATP13A5-AS1,0,0
ATP1A1,7968,6238
ATP1A1-AS1,49,10
ATP1A2,123,17
ATP1A3,17,24
ATP1A4,2,2
ATP1B1,770,251
ATP1B2,0,1
ATP1B3,3579,2612
ATP1B4,0,0
ATP2A1,24,41
ATP2A1-AS1,25,13
ATP2A2,8210,2794
ATP2A3,4,1
ATP2B1,2064,987
ATP2B2,0,1
ATP2B2-IT2,0,0
ATP2B3,0,0
ATP2B4,1599,880
ATP2C1,2684,2427
ATP2C2,4,5
ATP4A,0,0
ATP4B,0,0
ATP5A1,6774,10636
ATP5B,15448,21764
ATP5C1,2683,4012
ATP5D,152,437
ATP5E,684,33
ATP5EP2,12,2
ATP5F1,2797,4385
ATP5G1,2452,2992
ATP5G2,5048,11758
ATP5G3,2529,3663
ATP5H,2044,2866
ATP5I,652,2101
ATP5J,2346,1964
ATP5J2,716,712
ATP5J2-PTCD1,0,0
ATP5L,3961,7349
ATP5L2,0,0
ATP5O,4358,7241
ATP5S,172,69
ATP5SL,1044,1221
ATP6AP1,1527,1577
ATP6AP1L,171,93
ATP6AP2,3049,2030
ATP6V0A1,1116,427
ATP6V0A2,1556,451
ATP6V0A4,1,3
ATP6V0B,2630,3491
ATP6V0C,795,1395
ATP6V0CP3,0,0
ATP6V0D1,732,1267
ATP6V0D2,1,1
ATP6V0E1,3750,5252
ATP6V0E2,160,114
ATP6V0E2-AS1,65,2
ATP6V1A,1788,1897
ATP6V1B1,28,78
ATP6V1B1-AS1,21,5
ATP6V1B2,1548,1426
ATP6V1C1,2374,1116
ATP6V1C2,81,201
ATP6V1D,1470,1951
ATP6V1E1,2646,2987
ATP6V1E2,134,49
ATP6V1F,1379,2448
ATP6V1G1,2800,2556
ATP6V1G2,0,1
ATP6V1G2-DDX39B,0,0
ATP6V1G3,0,0
ATP6V1H,921,1539
ATP7A,389,93
ATP7B,297,34
ATP8A1,242,98
ATP8A2,2,0
ATP8B1,345,209
ATP8B2,1965,1530
ATP8B3,70,44
ATP8B4,6,1
ATP8B5P,10,0
ATP9A,1757,561
ATP9B,201,97
ATPAF1,1001,767
ATPAF2,89,106
ATPIF1,1253,883
ATR,1704,531
ATRAID,3214,3609
ATRIP,361,247
ATRN,2569,948
ATRNL1,18,3
ATRX,3152,1838
ATXN1,342,135
ATXN10,2461,2763
ATXN1L,2064,580
ATXN2,1330,1053
ATXN2L,5194,7071
ATXN3,589,281
ATXN3L,0,0
ATXN7,821,335
ATXN7L1,73,30
ATXN7L2,221,315
ATXN7L3,1650,1093
ATXN7L3B,3212,192
ATXN8OS,0,0
AUH,100,140
AUNIP,320,231
AUP1,4073,5527
AURKA,990,275
AURKAIP1,1104,1486
AURKAPS1,40,6
AURKB,278,339
AURKC,15,36
AUTS2,0,0
AVEN,618,857
AVIL,32,14
AVL9,1367,813
AVP,0,0
AVPI1,489,1031
AVPR1A,1,0
AVPR1B,0,0
AVPR2,2,0
AWAT1,0,0
AWAT2,0,1
AXDND1,0,0
AXIN1,1535,381
AXIN2,108,26
AXL,3801,2534
AZGP1,354,549
AZGP1P1,0,0
AZI2,2594,1468
AZIN1,6552,6896
AZIN1-AS1,8,12
AZIN2,44,15
AZU1,0,1
B2M,34491,42774
B3GALNT1,146,38
B3GALNT2,953,549
B3GALT1,33,13
B3GALT2,0,0
B3GALT4,0,0
B3GALT5,0,0
B3GALT5-AS1,0,0
B3GALT6,300,15
B3GAT1,0,0
B3GAT2,0,0
B3GAT3,607,237
B3GLCT,375,72
B3GNT2,486,119
B3GNT3,0,0
B3GNT4,4,8
B3GNT5,1741,729
B3GNT6,0,0
B3GNT7,1,0
B3GNT8,1,0
B3GNT9,204,53
B3GNTL1,179,161
B4GALNT1,273,126
B4GALNT2,1,1
B4GALNT3,2,0
B4GALNT4,217,169
B4GALT1,6589,3007
B4GALT1-AS1,0,2
B4GALT2,2152,1015
B4GALT3,631,1097
B4GALT4,631,269
B4GALT4-AS1,0,0
B4GALT5,3228,1896
B4GALT6,209,19
B4GALT7,466,199
B4GAT1,520,168
B9D1,83,56
B9D2,34,30
BAALC,0,0
BAALC-AS1,3,5
BAALC-AS2,0,2
BAAT,3,2
BABAM1,1129,1215
BACE1,1465,1439
BACE1-AS,7,2
BACE2,223,285
BACH1,452,538
BACH1-IT2,0,0
BACH2,21,5
BAD,291,468
BAG1,1006,2659
BAG2,1652,1149
BAG3,1435,2645
BAG4,897,417
BAG5,2328,197
BAG6,60,74
BAGE,11,2
BAGE2,0,0
BAGE3,0,0
BAGE4,0,0
BAGE5,0,0
BAHCC1,374,85
BAHD1,1501,336
BAIAP2,492,821
BAIAP2-AS1,195,24
BAIAP2L1,1016,1525
BAIAP2L2,47,89
BAIAP3,6,8
BAK1,388,363
BAMBI,556,152
BANCR,0,0
BANF1,2256,5303
BANF2,0,0
BANK1,0,1
BANP,293,395
BAP1,2629,962
BARD1,600,205
BARHL1,0,0
BARHL2,0,0
BARX1,2,1
BARX2,0,0
BASP1,1562,730
BASP1P1,4,0
BATF,0,0
BATF2,21,5
BATF3,79,40
BAX,1084,1638
BAZ1A,1928,1472
BAZ1B,6435,2792
BAZ2A,4960,2457
BAZ2B,540,130
BBC3,134,215
BBIP1,385,231
BBOX1,0,0
BBOX1-AS1,1,1
BBS1,289,116
BBS10,465,21
BBS12,257,72
BBS2,909,550
BBS4,297,244
BBS5,164,40
BBS7,603,345
BBS9,174,126
BBX,5739,1597
BCAM,135,142
BCAN,59,3
BCAP29,859,402
BCAP31,3604,4572
BCAR1,602,294
BCAR3,571,1024
BCAR4,1,3
BCAS1,2,1
BCAS2,1334,512
BCAS3,742,724
BCAS4,159,87
BCAT1,5410,1532
BCAT2,493,428
BCCIP,1473,744
BCDIN3D,173,4
BCDIN3D-AS1,22,2
BCHE,13,11
BCKDHA,783,1209
BCKDHB,531,188
BCKDK,555,609
BCL10,434,321
BCL11A,1,1
BCL11B,8,6
BCL2,1017,92
BCL2A1,3,7
BCL2L1,4184,4855
BCL2L10,1,1
BCL2L11,479,532
BCL2L12,459,552
BCL2L13,2899,1556
BCL2L14,0,1
BCL2L15,1,6
BCL2L2,826,326
BCL2L2-PABPN1,0,0
BCL3,529,593
BCL6,2780,6828
BCL6B,0,0
BCL7A,298,60
BCL7B,1614,967
BCL7C,61,60
BCL9,286,29
BCL9L,4432,741
BCLAF1,3217,2585
BCO1,0,0
BCO2,41,19
BCOR,1937,441
BCORL1,265,237
BCORP1,0,0
BCR,1139,291
BCRP2,0,0
BCRP3,0,0
BCS1L,882,976
BCYRN1,0,0
BDH1,178,292
BDH2,436,436
BDKRB1,214,613
BDKRB2,114,29
BDNF,45,8
BDNF-AS,94,12
BDP1,2670,655
BEAN1,24,18
BEAN1-AS1,2,1
BECN1,1355,793
BECN2,0,0
BEGAIN,18,7
BEND2,0,0
BEND3,255,52
BEND3P3,273,133
BEND4,0,0
BEND5,1,1
BEND6,96,128
BEND7,379,161
BEST1,135,24
BEST2,4,11
BEST3,4,3
BEST4,3,1
BET1,1067,414
BET1L,2092,1065
BEX1,186,396
BEX2,8,1
BEX4,0,0
BEX5,26,22
BFAR,2010,2199
BFSP1,15,27
BFSP2,0,0
BGLAP,1,8
BGLT3,0,0
BGN,9,32
BHLHA15,5,1
BHLHA9,0,0
BHLHB9,39,48
BHLHE22,0,0
BHLHE23,0,0
BHLHE40,1176,14234
BHLHE40-AS1,5,11
BHLHE41,189,128
BHMG1,0,1
BHMT,21,9
BHMT2,3,0
BICC1,14,13
BICD1,220,96
BICD2,1385,1180
BID,1849,2910
BIK,2,0
BIN1,547,755
BIN2,0,1
BIN3,342,31
BIN3-IT1,4,0
BIRC2,2176,457
BIRC3,5687,9844
BIRC5,2204,1834
BIRC6,3654,1148
BIRC6-AS2,4,4
BIRC7,0,0
BIRC8,0,0
BISPR,215,68
BIVM,500,101
BIVM-ERCC5,0,0
BLACAT1,0,0
BLACE,0,0
BLCAP,1020,348
BLID,2,1
BLK,11,2
BLM,504,267
BLMH,999,1176
BLNK,1,0
BLOC1S1,125,65
BLOC1S1-RDH5,0,0
BLOC1S2,992,486
BLOC1S3,369,94
BLOC1S4,237,44
BLOC1S5,0,0
BLOC1S5-TXNDC5,0,0
BLOC1S6,2517,361
BLVRA,1079,1343
BLVRB,1363,2119
BLZF1,461,102
BMF,594,77
BMI1,52,4
BMP1,992,2546
BMP10,0,0
BMP15,0,0
BMP2,84,58
BMP2K,760,254
BMP3,1,1
BMP4,26,14
BMP5,0,0
BMP6,0,1
BMP7,0,0
BMP7-AS1,0,0
BMP8A,17,13
BMP8B,106,28
BMPER,2,2
BMPR1A,641,143
BMPR1B,190,44
BMPR1B-AS1,0,1
BMPR2,1891,465
BMS1,2053,1457
BMS1P17,0,0
BMS1P18,0,0
BMS1P20,228,388
BMS1P21,3,3
BMS1P4,195,104
BMS1P5,10,3
BMS1P6,11,14
BMX,0,1
BNC1,1614,620
BNC2,71,33
BNIP1,310,1335
BNIP2,1841,522
BNIP3,1723,2096
BNIP3L,4900,1983
BNIPL,13,23
BOC,48,14
BOD1,3648,4143
BOD1L1,2640,818
BOD1L2,0,0
BOK,557,237
BOK-AS1,1,0
BOLA1,117,51
BOLA2,0,0
BOLA2B,0,0
BOLA3,385,396
BOLA3-AS1,29,25
BOLL,2,0
BOP1,570,316
BORA,241,94
BPESC1,0,0
BPGM,257,140
BPHL,355,249
BPI,0,0
BPIFA1,0,0
BPIFA2,0,0
BPIFA3,0,0
BPIFA4P,0,0
BPIFB1,0,0
BPIFB2,0,0
BPIFB3,0,0
BPIFB4,1,1
BPIFB6,0,0
BPIFC,0,0
BPNT1,493,267
BPTF,1979,1222
BPY2,0,0
BPY2B,0,0
BPY2C,0,0
BRAF,298,356
BRAP,988,935
BRAT1,857,327
BRCA1,1764,287
BRCA2,607,97
BRCAT107,0,0
BRCAT54,39,10
BRCC3,455,233
BRD1,758,338
BRD2,101,281
BRD3,963,128
BRD4,2362,1865
BRD7,1560,781
BRD7P3,2,1
BRD8,2039,2785
BRD9,2031,1460
BRDT,0,0
BRDTP1,1,2
BRE,671,727
BRE-AS1,6,6
BREA2,3,3
BRF1,315,132
BRF2,338,586
BRI3,1215,2360
BRI3BP,67,25
BRICD5,20,20
BRINP1,2,6
BRINP2,1,0
BRINP3,7,0
BRIP1,496,175
BRIX1,1668,1698
BRK1,3275,3551
BRMS1,690,1210
BRMS1L,362,177
BROX,1910,819
BRPF1,748,502
BRPF3,1338,694
BRS3,0,0
BRSK1,276,211
BRSK2,18,20
BRWD1,2815,784
BRWD1-AS1,1,0
BRWD1-IT2,1,0
BRWD3,711,359
BSCL2,27,22
BSDC1,1240,297
BSG,9174,11465
BSN,15,5
BSN-AS2,1,0
BSND,0,0
BSPH1,0,0
BSPRY,0,0
BST1,5,1
BST2,2874,4061
BSX,0,0
BTAF1,2510,589
BTBD1,1589,1240
BTBD10,948,909
BTBD11,0,0
BTBD16,0,0
BTBD17,0,0
BTBD18,2,2
BTBD19,27,15
BTBD2,932,789
BTBD3,692,356
BTBD6,447,346
BTBD7,1516,469
BTBD8,26,3
BTBD9,209,39
BTC,7,3
BTD,198,279
BTF3,20798,46914
BTF3L4,2328,1028
BTF3P11,0,0
BTG1,1399,2503
BTG2,177,63
BTG3,605,660
BTG4,0,0
BTK,3,1
BTLA,0,0
BTN1A1,0,0
BTN2A1,363,426
BTN2A2,228,103
BTN2A3P,35,20
BTN3A1,245,221
BTN3A2,674,701
BTN3A3,161,195
BTNL10,1,0
BTNL2,0,0
BTNL3,0,0
BTNL8,1,0
BTNL9,9,0
BTRC,558,128
BUB1,2232,1656
BUB1B,1640,1274
BUB3,5416,3636
BUD13,458,389
BUD31,1263,1198
BVES,201,56
BVES-AS1,0,2
BYSL,1141,1428
BZRAP1,2,0
BZRAP1-AS1,0,1
BZW1,4476,4202
BZW2,5870,8194
C10orf10,106,1387
C10orf105,3,3
C10orf107,0,0
C10orf11,42,50
C10orf111,3,1
C10orf113,0,0
C10orf12,255,254
C10orf120,0,0
C10orf126,0,0
C10orf128,0,0
C10orf131,6,1
C10orf142,0,2
C10orf2,2199,479
C10orf25,21,6
C10orf32,326,99
C10orf32-ASMT,0,0
C10orf35,13,18
C10orf53,0,0
C10orf54,3128,1126
C10orf55,4,1
C10orf62,0,0
C10orf67,0,0
C10orf71,0,0
C10orf71-AS1,0,0
C10orf76,793,496
C10orf82,0,0
C10orf88,330,53
C10orf90,50,46
C10orf91,0,0
C10orf95,0,0
C10orf99,0,0
C11orf1,316,486
C11orf16,3,0
C11orf21,0,1
C11orf24,1127,268
C11orf30,1070,510
C11orf31,1075,1614
C11orf39,0,0
C11orf40,0,0
C11orf42,2,2
C11orf44,0,0
C11orf45,66,63
C11orf49,317,213
C11orf52,0,0
C11orf53,0,0
C11orf54,936,245
C11orf57,1153,598
C11orf58,6272,2564
C11orf63,127,71
C11orf65,1,3
C11orf68,910,492
C11orf70,156,59
C11orf71,38,18
C11orf72,2,1
C11orf73,586,577
C11orf74,266,324
C11orf80,278,256
C11orf84,436,476
C11orf85,0,0
C11orf86,0,1
C11orf87,5,1
C11orf88,1,0
C11orf91,12,6
C11orf94,4,0
C11orf95,527,75
C11orf96,8,31
C11orf97,0,0
C11orf98,6,4
C12orf10,443,1007
C12orf29,790,400
C12orf4,556,156
C12orf40,0,0
C12orf42,0,0
C12orf43,539,167
C12orf45,273,661
C12orf49,1529,541
C12orf50,0,1
C12orf54,0,0
C12orf56,24,5
C12orf57,1409,2685
C12orf60,140,17
C12orf65,749,291
C12orf66,265,68
C12orf71,0,0
C12orf73,163,167
C12orf74,0,0
C12orf75,1420,1018
C12orf76,112,81
C12orf77,0,0
C12orf79,12,18
C12orf80,1,1
C14orf1,496,462
C14orf105,1,0
C14orf119,1349,474
C14orf132,2828,174
C14orf142,208,90
C14orf159,638,607
C14orf166,2727,5401
C14orf169,359,16
C14orf177,0,0
C14orf178,2,1
C14orf180,0,0
C14orf2,1596,2360
C14orf28,78,36
C14orf37,2,1
C14orf39,0,0
C14orf79,174,18
C14orf80,131,28
C14orf93,264,256
C15orf26,0,0
C15orf27,1,0
C15orf32,0,0
C15orf38-AP3S2,0,0
C15orf39,1101,185
C15orf40,387,99
C15orf41,353,214
C15orf43,0,0
C15orf48,3,0
C15orf52,1216,45
C15orf53,0,0
C15orf54,5,2
C15orf56,0,0
C15orf57,365,353
C15orf59,0,0
C15orf59-AS1,0,5
C15orf61,184,79
C15orf62,37,13
C15orf65,47,22
C16orf13,680,1336
C16orf45,113,131
C16orf46,175,67
C16orf47,0,0
C16orf52,448,51
C16orf54,0,0
C16orf58,908,563
C16orf59,155,29
C16orf62,642,621
C16orf70,580,226
C16orf71,15,1
C16orf72,1346,373
C16orf74,18,29
C16orf78,0,0
C16orf82,0,0
C16orf86,3,5
C16orf87,335,200
C16orf89,0,0
C16orf90,1,1
C16orf91,437,270
C16orf92,0,0
C16orf93,1,0
C16orf95,33,50
C16orf96,1,0
C16orf97,0,0
C17orf100,22,0
C17orf102,0,0
C17orf104,10,17
C17orf105,0,0
C17orf107,5,1
C17orf112,0,0
C17orf47,1,0
C17orf49,0,0
C17orf50,0,0
C17orf51,705,71
C17orf53,200,197
C17orf58,201,46
C17orf59,89,37
C17orf62,1000,379
C17orf64,0,0
C17orf67,103,44
C17orf74,0,0
C17orf75,570,259
C17orf77,0,0
C17orf78,3,0
C17orf80,1284,126
C17orf82,1,0
C17orf85,727,588
C17orf89,245,247
C17orf96,594,117
C17orf97,2,2
C17orf98,0,1
C17orf99,0,0
C18orf21,458,542
C18orf25,1455,530
C18orf32,0,0
C18orf42,0,1
C18orf54,632,32
C18orf61,0,0
C18orf63,0,0
C18orf65,1,0
C18orf8,664,794
C19orf12,584,179
C19orf18,0,0
C19orf24,362,381
C19orf25,237,67
C19orf26,76,26
C19orf33,0,0
C19orf35,0,3
C19orf38,16,6
C19orf43,1549,1929
C19orf44,144,147
C19orf45,0,2
C19orf47,279,136
C19orf48,2571,2941
C19orf52,212,187
C19orf53,1230,2536
C19orf54,346,263
C19orf57,57,15
C19orf60,52,55
C19orf66,182,115
C19orf67,0,0
C19orf68,206,197
C19orf70,1033,1160
C19orf71,83,16
C19orf73,12,0
C19orf80,0,4
C19orf81,0,1
C19orf84,0,0
C1D,385,210
C1GALT1,3645,738
C1GALT1C1,278,139
C1GALT1C1L,28,0
C1QA,0,0
C1QB,0,0
C1QBP,2802,2512
C1QC,0,0
C1QL1,66,50
C1QL2,0,0
C1QL3,40,2
C1QL4,4,0
C1QTNF1,753,474
C1QTNF1-AS1,17,5
C1QTNF2,1,0
C1QTNF3,10,5
C1QTNF3-AMACR,0,0
C1QTNF4,0,2
C1QTNF5,0,0
C1QTNF6,148,71
C1QTNF7,0,0
C1QTNF8,0,0
C1QTNF9,0,0
C1QTNF9B,1,0
C1QTNF9B-AS1,4,0
C1R,488,579
C1RL,665,258
C1RL-AS1,234,111
C1S,1175,561
C1orf100,1,1
C1orf101,9,0
C1orf105,0,0
C1orf106,3,4
C1orf109,946,563
C1orf110,0,0
C1orf111,0,0
C1orf112,314,195
C1orf115,403,119
C1orf116,11,1
C1orf122,573,537
C1orf123,1016,846
C1orf127,0,1
C1orf131,330,137
C1orf137,0,0
C1orf140,2,1
C1orf141,0,0
C1orf145,0,0
C1orf146,0,0
C1orf158,0,0
C1orf159,79,51
C1orf162,40,50
C1orf167,0,0
C1orf168,4,5
C1orf174,924,785
C1orf177,0,0
C1orf185,0,0
C1orf186,0,0
C1orf189,2,0
C1orf194,0,0
C1orf195,0,0
C1orf198,2925,1469
C1orf204,10,6
C1orf21,1667,1596
C1orf210,0,0
C1orf216,446,67
C1orf220,0,0
C1orf226,30,14
C1orf228,5,4
C1orf229,1,0
C1orf233,21,11
C1orf234,1,0
C1orf27,845,662
C1orf35,225,251
C1orf43,6630,6403
C1orf50,242,247
C1orf52,550,350
C1orf53,18,44
C1orf54,2,5
C1orf56,92,50
C1orf61,0,1
C1orf64,0,0
C1orf68,0,0
C1orf74,225,15
C1orf87,0,0
C1orf94,0,0
C1orf95,1,1
C2,0,10
C2-AS1,0,0
C20orf141,0,0
C20orf144,2,1
C20orf166-AS1,0,0
C20orf173,1,0
C20orf194,468,283
C20orf195,1,1
C20orf196,79,93
C20orf197,7,1
C20orf202,0,0
C20orf203,6,4
C20orf24,22,4
C20orf27,1081,756
C20orf62,0,0
C20orf78,0,0
C20orf85,0,0
C20orf96,390,308
C21orf140,26,1
C21orf2,98,93
C21orf33,962,687
C21orf58,111,11
C21orf59,1119,551
C21orf62,5,1
C21orf62-AS1,14,2
C21orf91,611,177
C21orf91-OT1,0,0
C22orf15,0,0
C22orf23,571,49
C22orf24,4,2
C22orf29,1089,85
C22orf31,0,0
C22orf34,106,45
C22orf39,668,171
C22orf42,0,0
C22orf46,398,98
C2CD2,607,267
C2CD2L,949,570
C2CD3,586,474
C2CD4A,0,0
C2CD4B,0,0
C2CD4C,1,1
C2CD4D,0,1
C2CD5,816,367
C2orf15,2,5
C2orf16,44,2
C2orf27A,32,9
C2orf27B,0,0
C2orf40,0,0
C2orf42,232,98
C2orf44,427,26
C2orf47,215,129
C2orf48,21,42
C2orf49,984,425
C2orf50,0,0
C2orf54,0,0
C2orf57,0,0
C2orf61,0,0
C2orf66,10,4
C2orf68,545,27
C2orf69,621,90
C2orf70,2,1
C2orf71,0,0
C2orf72,0,0
C2orf73,0,1
C2orf74,412,118
C2orf76,114,89
C2orf78,0,1
C2orf80,0,0
C2orf81,24,2
C2orf82,0,1
C2orf83,0,0
C2orf88,39,37
C2orf91,0,0
C3,47093,33071
C3AR1,12,1
C3P1,1,3
C3orf14,275,341
C3orf17,1828,1856
C3orf18,128,57
C3orf20,6,5
C3orf22,0,0
C3orf30,0,0
C3orf33,227,160
C3orf35,13,13
C3orf36,1,1
C3orf38,495,401
C3orf49,3,0
C3orf52,120,30
C3orf56,0,0
C3orf58,229,156
C3orf62,129,78
C3orf67,82,37
C3orf67-AS1,0,0
C3orf70,0,0
C3orf79,0,0
C3orf80,4,1
C3orf84,0,0
C4A,0,0
C4B,0,0
C4BPA,0,0
C4BPB,0,0
C4B_2,0,0
C4orf17,0,0
C4orf19,0,0
C4orf22,1,0
C4orf26,3,0
C4orf27,710,300
C4orf29,263,124
C4orf3,864,822
C4orf32,556,53
C4orf33,197,112
C4orf36,30,7
C4orf45,0,0
C4orf46,1448,173
C4orf47,2,5
C4orf48,7,2
C4orf51,0,0
C5,227,248
C5AR1,27,20
C5AR2,5,1
C5orf15,1537,403
C5orf17,0,0
C5orf22,1673,736
C5orf24,3164,221
C5orf28,775,76
C5orf30,419,98
C5orf34,272,166
C5orf38,3117,3442
C5orf42,1001,404
C5orf45,138,58
C5orf46,0,1
C5orf47,1,0
C5orf49,0,0
C5orf51,3448,305
C5orf52,0,0
C5orf56,45,48
C5orf58,1,3
C5orf60,2,0
C5orf63,115,22
C5orf64,0,0
C5orf66,64,26
C5orf66-AS1,0,0
C5orf66-AS2,0,0
C5orf67,0,0
C6,0,0
C6orf1,313,536
C6orf10,0,0
C6orf106,3222,1404
C6orf118,0,0
C6orf120,806,48
C6orf132,25,2
C6orf136,0,5
C6orf141,0,0
C6orf15,0,0
C6orf163,11,5
C6orf165,1,3
C6orf201,11,6
C6orf203,344,92
C6orf222,0,0
C6orf223,0,0
C6orf226,13,12
C6orf229,1,1
C6orf25,0,0
C6orf47,0,0
C6orf48,50,466
C6orf52,32,44
C6orf58,2,2
C6orf62,6508,1236
C6orf7,0,0
C6orf89,3533,722
C6orf99,5,7
C7,1,0
C7orf13,137,25
C7orf25,167,45
C7orf26,940,1046
C7orf31,134,70
C7orf33,0,0
C7orf34,0,1
C7orf43,150,112
C7orf49,753,33
C7orf50,1032,801
C7orf55,30,14
C7orf55-LUC7L2,0,0
C7orf57,16,7
C7orf60,393,345
C7orf61,32,105
C7orf62,0,0
C7orf65,21,4
C7orf66,0,0
C7orf69,1,0
C7orf71,0,0
C7orf72,0,0
C7orf73,1313,616
C7orf76,0,0
C7orf77,0,0
C8A,0,0
C8B,0,0
C8G,2,2
C8orf22,0,0
C8orf31,13,5
C8orf33,3747,1735
C8orf34,2,0
C8orf34-AS1,0,0
C8orf37,107,10
C8orf37-AS1,1,0
C8orf4,1,0
C8orf44,14,5
C8orf44-SGK3,0,0
C8orf46,2,0
C8orf48,21,2
C8orf49,0,1
C8orf58,135,58
C8orf59,952,1338
C8orf74,0,0
C8orf76,58,24
C8orf82,191,167
C8orf86,0,0
C8orf87,0,0
C8orf88,185,129
C8orf89,0,0
C9,0,1
C9orf106,0,0
C9orf114,655,358
C9orf116,33,61
C9orf117,31,3
C9orf129,0,0
C9orf131,1,1
C9orf135,0,0
C9orf135-AS1,0,0
C9orf139,0,1
C9orf142,329,596
C9orf152,8,1
C9orf153,8,3
C9orf156,158,138
C9orf16,350,631
C9orf163,4,1
C9orf170,0,0
C9orf171,1,0
C9orf172,6,1
C9orf173,1,0
C9orf173-AS1,0,0
C9orf24,2,0
C9orf3,485,294
C9orf40,385,103
C9orf41,201,34
C9orf41-AS1,3,3
C9orf43,17,21
C9orf47,0,0
C9orf50,0,0
C9orf57,1,2
C9orf62,0,0
C9orf64,32,6
C9orf66,0,0
C9orf69,1000,162
C9orf72,301,75
C9orf78,2737,2062
C9orf84,3,0
C9orf85,261,350
C9orf89,184,306
C9orf9,46,45
C9orf91,1267,335
C9orf92,0,0
CA1,0,0
CA10,2,0
CA11,264,305
CA12,3674,4396
CA13,225,102
CA14,1,5
CA2,27,16
CA3,17,35
CA3-AS1,3,4
CA4,0,0
CA5A,0,0
CA5B,305,165
CA5BP1,526,426
CA6,0,0
CA7,9,6
CA8,3,4
CA9,4,14
CAAP1,666,191
CAB39,3051,1481
CAB39L,129,81
CABIN1,1390,438
CABLES1,232,64
CABLES2,262,60
CABP1,0,1
CABP2,0,0
CABP4,0,0
CABP5,0,1
CABP7,2,2
CABS1,0,0
CABYR,139,16
CACFD1,33,22
CACHD1,10,13
CACNA1A,2,2
CACNA1B,0,0
CACNA1C,82,39
CACNA1C-AS1,0,0
CACNA1C-AS2,0,0
CACNA1C-AS4,0,0
CACNA1C-IT2,0,0
CACNA1C-IT3,1,0
CACNA1D,0,0
CACNA1E,0,2
CACNA1F,1,1
CACNA1G,19,10
CACNA1G-AS1,2,0
CACNA1H,0,1
CACNA1I,6,1
CACNA1S,0,0
CACNA2D1,0,0
CACNA2D2,5,3
CACNA2D3,32,64
CACNA2D3-AS1,0,1
CACNA2D4,0,0
CACNB1,466,375
CACNB2,14,8
CACNB3,363,345
CACNB4,38,72
CACNG1,0,0
CACNG2,0,1
CACNG3,0,0
CACNG4,0,1
CACNG5,0,0
CACNG6,2,0
CACNG7,7,5
CACNG8,286,31
CACTIN,264,297
CACTIN-AS1,4,35
CACUL1,1385,760
CACYBP,3029,3569
CAD,5847,2082
CADM1,3150,2318
CADM2,31,9
CADM2-AS2,0,0
CADM3,952,786
CADM3-AS1,5,4
CADM4,253,125
CADPS,0,0
CADPS2,619,787
CAGE1,1,1
CAHM,3,3
CALB1,3,0
CALB2,6,2
CALCA,0,0
CALCB,98,29
CALCOCO1,1677,1227
CALCOCO2,3255,3154
CALCR,5,1
CALCRL,13,1
CALD1,3703,2088
CALHM1,0,0
CALHM2,36,15
CALHM3,0,0
CALM1,2783,1382
CALM2,10325,8030
CALM3,2841,1736
CALML3,0,0
CALML3-AS1,0,0
CALML4,419,358
CALML5,0,0
CALML6,3,3
CALN1,28,11
CALR,11103,14872
CALR3,0,1
CALU,12136,10037
CALY,0,6
CAMK1,261,277
CAMK1D,3,3
CAMK1G,0,1
CAMK2A,0,0
CAMK2B,6,1
